,idx,prediction
17530,17530,19
17531,17531,16
17532,17532,24
17533,17533,6
17534,17534,34
17535,17535,5
17536,17536,24
17537,17537,9
17538,17538,16
17539,17539,5
17540,17540,16
17541,17541,28
17542,17542,20
17543,17543,24
17544,17544,16
17545,17545,10
17546,17546,38
17547,17547,39
17548,17548,28
17549,17549,4
17550,17550,26
17551,17551,8
17552,17552,24
17553,17553,34
17554,17554,24
17555,17555,5
17556,17556,26
17557,17557,36
17558,17558,36
17559,17559,34
17560,17560,24
17561,17561,4
17562,17562,5
17563,17563,1
17564,17564,34
17565,17565,23
17566,17566,4
17567,17567,36
17568,17568,16
17569,17569,10
17570,17570,28
17571,17571,9
17572,17572,28
17573,17573,16
17574,17574,28
17575,17575,8
17576,17576,28
17577,17577,37
17578,17578,19
17579,17579,34
17580,17580,28
17581,17581,33
17582,17582,37
17583,17583,39
17584,17584,10
17585,17585,4
17586,17586,28
17587,17587,10
17588,17588,10
17589,17589,9
17590,17590,16
17591,17591,36
17592,17592,10
17593,17593,31
17594,17594,24
17595,17595,28
17596,17596,4
17597,17597,28
17598,17598,28
17599,17599,5
17600,17600,28
17601,17601,24
17602,17602,4
17603,17603,28
17604,17604,36
17605,17605,28
17606,17606,26
17607,17607,16
17608,17608,30
17609,17609,28
17610,17610,23
17611,17611,26
17612,17612,31
17613,17613,16
17614,17614,28
17615,17615,9
17616,17616,26
17617,17617,28
17618,17618,33
17619,17619,34
17620,17620,34
17621,17621,28
17622,17622,8
17623,17623,29
17624,17624,9
17625,17625,16
17626,17626,24
17627,17627,37
17628,17628,24
17629,17629,2
17630,17630,31
17631,17631,9
17632,17632,16
17633,17633,9
17634,17634,10
17635,17635,16
17636,17636,9
17637,17637,28
17638,17638,36
17639,17639,23
17640,17640,5
17641,17641,30
17642,17642,24
17643,17643,34
17644,17644,10
17645,17645,34
17646,17646,5
17647,17647,16
17648,17648,5
17649,17649,34
17650,17650,2
17651,17651,28
17652,17652,30
17653,17653,10
17654,17654,16
17655,17655,16
17656,17656,2
17657,17657,9
17658,17658,16
17659,17659,28
17660,17660,9
17661,17661,2
17662,17662,8
17663,17663,4
17664,17664,28
17665,17665,30
17666,17666,8
17667,17667,20
17668,17668,10
17669,17669,28
17670,17670,24
17671,17671,28
17672,17672,16
17673,17673,33
17674,17674,34
17675,17675,28
17676,17676,28
17677,17677,10
17678,17678,4
17679,17679,36
17680,17680,28
17681,17681,34
17682,17682,28
17683,17683,34
17684,17684,16
17685,17685,34
17686,17686,10
17687,17687,25
17688,17688,28
17689,17689,8
17690,17690,2
17691,17691,30
17692,17692,36
17693,17693,31
17694,17694,16
17695,17695,28
17696,17696,19
17697,17697,10
17698,17698,28
17699,17699,4
17700,17700,20
17701,17701,20
17702,17702,28
17703,17703,38
17704,17704,31
17705,17705,28
17706,17706,10
17707,17707,28
17708,17708,28
17709,17709,10
17710,17710,28
17711,17711,4
17712,17712,2
17713,17713,26
17714,17714,28
17715,17715,34
17716,17716,24
17717,17717,9
17718,17718,16
17719,17719,28
17720,17720,6
17721,17721,34
17722,17722,24
17723,17723,28
17724,17724,16
17725,17725,13
17726,17726,34
17727,17727,24
17728,17728,37
17729,17729,16
17730,17730,28
17731,17731,31
17732,17732,10
17733,17733,10
17734,17734,14
17735,17735,28
17736,17736,31
17737,17737,2
17738,17738,28
17739,17739,24
17740,17740,9
17741,17741,16
17742,17742,33
17743,17743,34
17744,17744,27
17745,17745,28
17746,17746,33
17747,17747,36
17748,17748,2
17749,17749,5
17750,17750,34
17751,17751,16
17752,17752,39
17753,17753,13
17754,17754,22
17755,17755,16
17756,17756,28
17757,17757,31
17758,17758,28
17759,17759,10
17760,17760,10
17761,17761,4
17762,17762,9
17763,17763,10
17764,17764,27
17765,17765,8
17766,17766,28
17767,17767,24
17768,17768,26
17769,17769,16
17770,17770,16
17771,17771,26
17772,17772,20
17773,17773,24
17774,17774,28
17775,17775,28
17776,17776,28
17777,17777,28
17778,17778,5
17779,17779,16
17780,17780,10
17781,17781,28
17782,17782,34
17783,17783,28
17784,17784,34
17785,17785,4
17786,17786,23
17787,17787,24
17788,17788,28
17789,17789,39
17790,17790,24
17791,17791,28
17792,17792,10
17793,17793,28
17794,17794,28
17795,17795,16
17796,17796,26
17797,17797,28
17798,17798,28
17799,17799,24
17800,17800,28
17801,17801,28
17802,17802,24
17803,17803,23
17804,17804,2
17805,17805,36
17806,17806,34
17807,17807,4
17808,17808,10
17809,17809,28
17810,17810,16
17811,17811,28
17812,17812,34
17813,17813,28
17814,17814,33
17815,17815,28
17816,17816,6
17817,17817,24
17818,17818,26
17819,17819,34
17820,17820,16
17821,17821,34
17822,17822,28
17823,17823,10
17824,17824,13
17825,17825,4
17826,17826,4
17827,17827,16
17828,17828,24
17829,17829,36
17830,17830,10
17831,17831,38
17832,17832,28
17833,17833,24
17834,17834,5
17835,17835,37
17836,17836,26
17837,17837,8
17838,17838,9
17839,17839,24
17840,17840,28
17841,17841,4
17842,17842,34
17843,17843,19
17844,17844,28
17845,17845,36
17846,17846,20
17847,17847,20
17848,17848,28
17849,17849,24
17850,17850,28
17851,17851,28
17852,17852,31
17853,17853,24
17854,17854,8
17855,17855,34
17856,17856,2
17857,17857,28
17858,17858,6
17859,17859,10
17860,17860,34
17861,17861,10
17862,17862,9
17863,17863,26
17864,17864,28
17865,17865,28
17866,17866,26
17867,17867,23
17868,17868,13
17869,17869,16
17870,17870,28
17871,17871,28
17872,17872,34
17873,17873,34
17874,17874,28
17875,17875,24
17876,17876,24
17877,17877,2
17878,17878,30
17879,17879,28
17880,17880,2
17881,17881,24
17882,17882,23
17883,17883,30
17884,17884,28
17885,17885,1
17886,17886,19
17887,17887,30
17888,17888,28
17889,17889,8
17890,17890,8
17891,17891,2
17892,17892,30
17893,17893,4
17894,17894,28
17895,17895,28
17896,17896,37
17897,17897,18
17898,17898,28
17899,17899,37
17900,17900,39
17901,17901,16
17902,17902,16
17903,17903,28
17904,17904,28
17905,17905,34
17906,17906,16
17907,17907,28
17908,17908,30
17909,17909,37
17910,17910,27
17911,17911,2
17912,17912,28
17913,17913,28
17914,17914,28
17915,17915,28
17916,17916,28
17917,17917,5
17918,17918,28
17919,17919,28
17920,17920,28
17921,17921,19
17922,17922,28
17923,17923,8
17924,17924,28
17925,17925,28
17926,17926,16
17927,17927,28
17928,17928,16
17929,17929,14
17930,17930,25
17931,17931,34
17932,17932,28
17933,17933,24
17934,17934,28
17935,17935,33
17936,17936,6
17937,17937,28
17938,17938,4
17939,17939,28
17940,17940,28
17941,17941,30
17942,17942,39
17943,17943,28
17944,17944,23
17945,17945,34
17946,17946,25
17947,17947,37
17948,17948,9
17949,17949,28
17950,17950,36
17951,17951,28
17952,17952,28
17953,17953,28
17954,17954,28
17955,17955,28
17956,17956,28
17957,17957,2
17958,17958,10
17959,17959,10
17960,17960,22
17961,17961,28
17962,17962,11
17963,17963,8
17964,17964,38
17965,17965,28
17966,17966,28
17967,17967,18
17968,17968,24
17969,17969,22
17970,17970,1
17971,17971,4
17972,17972,28
17973,17973,2
17974,17974,9
17975,17975,24
17976,17976,16
17977,17977,5
17978,17978,5
17979,17979,28
17980,17980,8
17981,17981,22
17982,17982,28
17983,17983,16
17984,17984,8
17985,17985,30
17986,17986,19
17987,17987,16
17988,17988,28
17989,17989,19
17990,17990,30
17991,17991,2
17992,17992,23
17993,17993,26
17994,17994,24
17995,17995,28
17996,17996,24
17997,17997,37
17998,17998,5
17999,17999,34
18000,18000,28
18001,18001,28
18002,18002,13
18003,18003,34
18004,18004,30
18005,18005,2
18006,18006,39
18007,18007,18
18008,18008,36
18009,18009,28
18010,18010,16
18011,18011,28
18012,18012,14
18013,18013,24
18014,18014,5
18015,18015,20
18016,18016,16
18017,18017,37
18018,18018,26
18019,18019,20
18020,18020,34
18021,18021,28
18022,18022,13
18023,18023,26
18024,18024,28
18025,18025,24
18026,18026,8
18027,18027,30
18028,18028,28
18029,18029,16
18030,18030,20
18031,18031,39
18032,18032,24
18033,18033,16
18034,18034,16
18035,18035,37
18036,18036,16
18037,18037,27
18038,18038,24
18039,18039,28
18040,18040,38
18041,18041,28
18042,18042,8
18043,18043,24
18044,18044,28
18045,18045,24
18046,18046,28
18047,18047,10
18048,18048,28
18049,18049,8
18050,18050,24
18051,18051,16
18052,18052,8
18053,18053,2
18054,18054,27
18055,18055,24
18056,18056,30
18057,18057,5
18058,18058,33
18059,18059,5
18060,18060,26
18061,18061,28
18062,18062,30
18063,18063,28
18064,18064,2
18065,18065,28
18066,18066,16
18067,18067,26
18068,18068,26
18069,18069,30
18070,18070,28
18071,18071,16
18072,18072,8
18073,18073,16
18074,18074,32
18075,18075,24
18076,18076,8
18077,18077,24
18078,18078,28
18079,18079,30
18080,18080,10
18081,18081,19
18082,18082,13
18083,18083,19
18084,18084,9
18085,18085,27
18086,18086,10
18087,18087,30
18088,18088,38
18089,18089,2
18090,18090,24
18091,18091,16
18092,18092,28
18093,18093,39
18094,18094,16
18095,18095,28
18096,18096,2
18097,18097,20
18098,18098,27
18099,18099,24
18100,18100,10
18101,18101,30
18102,18102,27
18103,18103,30
18104,18104,8
18105,18105,33
18106,18106,16
18107,18107,31
18108,18108,16
18109,18109,2
18110,18110,28
18111,18111,28
18112,18112,36
18113,18113,20
18114,18114,16
18115,18115,19
18116,18116,28
18117,18117,16
18118,18118,31
18119,18119,0
18120,18120,20
18121,18121,27
18122,18122,16
18123,18123,16
18124,18124,34
18125,18125,34
18126,18126,24
18127,18127,30
18128,18128,30
18129,18129,31
18130,18130,30
18131,18131,26
18132,18132,35
18133,18133,8
18134,18134,16
18135,18135,27
18136,18136,1
18137,18137,24
18138,18138,16
18139,18139,28
18140,18140,31
18141,18141,16
18142,18142,23
18143,18143,16
18144,18144,30
18145,18145,10
18146,18146,30
18147,18147,30
18148,18148,36
18149,18149,16
18150,18150,5
18151,18151,19
18152,18152,37
18153,18153,28
18154,18154,30
18155,18155,31
18156,18156,30
18157,18157,2
18158,18158,36
18159,18159,25
18160,18160,13
18161,18161,16
18162,18162,16
18163,18163,16
18164,18164,10
18165,18165,28
18166,18166,30
18167,18167,34
18168,18168,28
18169,18169,26
18170,18170,28
18171,18171,30
18172,18172,28
18173,18173,10
18174,18174,16
18175,18175,2
18176,18176,28
18177,18177,30
18178,18178,5
18179,18179,36
18180,18180,16
18181,18181,20
18182,18182,16
18183,18183,10
18184,18184,8
18185,18185,16
18186,18186,26
18187,18187,4
18188,18188,30
18189,18189,9
18190,18190,30
18191,18191,10
18192,18192,28
18193,18193,28
18194,18194,16
18195,18195,37
18196,18196,37
18197,18197,25
18198,18198,4
18199,18199,26
18200,18200,10
18201,18201,36
18202,18202,16
18203,18203,16
18204,18204,30
18205,18205,24
18206,18206,16
18207,18207,30
18208,18208,30
18209,18209,28
18210,18210,36
18211,18211,24
18212,18212,23
18213,18213,16
18214,18214,16
18215,18215,16
18216,18216,4
18217,18217,16
18218,18218,16
18219,18219,13
18220,18220,28
18221,18221,8
18222,18222,30
18223,18223,19
18224,18224,37
18225,18225,4
18226,18226,8
18227,18227,8
18228,18228,24
18229,18229,4
18230,18230,30
18231,18231,24
18232,18232,24
18233,18233,16
18234,18234,2
18235,18235,5
18236,18236,30
18237,18237,33
18238,18238,20
18239,18239,5
18240,18240,27
18241,18241,4
18242,18242,20
18243,18243,28
18244,18244,8
18245,18245,28
18246,18246,16
18247,18247,24
18248,18248,22
18249,18249,28
18250,18250,24
18251,18251,26
18252,18252,37
18253,18253,10
18254,18254,5
18255,18255,8
18256,18256,2
18257,18257,16
18258,18258,28
18259,18259,9
18260,18260,8
18261,18261,28
18262,18262,8
18263,18263,9
18264,18264,34
18265,18265,39
18266,18266,16
18267,18267,34
18268,18268,8
18269,18269,2
18270,18270,28
18271,18271,33
18272,18272,16
18273,18273,16
18274,18274,27
18275,18275,16
18276,18276,28
18277,18277,13
18278,18278,2
18279,18279,9
18280,18280,20
18281,18281,10
18282,18282,26
18283,18283,38
18284,18284,28
18285,18285,10
18286,18286,30
18287,18287,34
18288,18288,34
18289,18289,30
18290,18290,28
18291,18291,16
18292,18292,28
18293,18293,10
18294,18294,14
18295,18295,24
18296,18296,27
18297,18297,37
18298,18298,30
18299,18299,28
18300,18300,28
18301,18301,5
18302,18302,16
18303,18303,19
18304,18304,4
18305,18305,10
18306,18306,5
18307,18307,10
18308,18308,9
18309,18309,10
18310,18310,34
18311,18311,8
18312,18312,34
18313,18313,28
18314,18314,24
18315,18315,24
18316,18316,36
18317,18317,26
18318,18318,4
18319,18319,28
18320,18320,21
18321,18321,37
18322,18322,2
18323,18323,28
18324,18324,8
18325,18325,24
18326,18326,10
18327,18327,28
18328,18328,20
18329,18329,10
18330,18330,28
18331,18331,28
18332,18332,8
18333,18333,28
18334,18334,4
18335,18335,19
18336,18336,2
18337,18337,37
18338,18338,36
18339,18339,28
18340,18340,8
18341,18341,37
18342,18342,2
18343,18343,28
18344,18344,5
18345,18345,24
18346,18346,28
18347,18347,28
18348,18348,22
18349,18349,28
18350,18350,16
18351,18351,28
18352,18352,28
18353,18353,34
18354,18354,8
18355,18355,14
18356,18356,9
18357,18357,10
18358,18358,28
18359,18359,24
18360,18360,16
18361,18361,34
18362,18362,26
18363,18363,28
18364,18364,30
18365,18365,16
18366,18366,13
18367,18367,24
18368,18368,28
18369,18369,16
18370,18370,10
18371,18371,30
18372,18372,16
18373,18373,34
18374,18374,34
18375,18375,16
18376,18376,19
18377,18377,9
18378,18378,8
18379,18379,28
18380,18380,34
18381,18381,16
18382,18382,8
18383,18383,28
18384,18384,26
18385,18385,10
18386,18386,2
18387,18387,28
18388,18388,28
18389,18389,4
18390,18390,16
18391,18391,28
18392,18392,36
18393,18393,34
18394,18394,22
18395,18395,2
18396,18396,10
18397,18397,24
18398,18398,0
18399,18399,2
18400,18400,24
18401,18401,2
18402,18402,16
18403,18403,8
18404,18404,8
18405,18405,16
18406,18406,23
18407,18407,30
18408,18408,36
18409,18409,28
18410,18410,10
18411,18411,16
18412,18412,16
18413,18413,28
18414,18414,28
18415,18415,27
18416,18416,31
18417,18417,24
18418,18418,28
18419,18419,10
18420,18420,28
18421,18421,16
18422,18422,19
18423,18423,2
18424,18424,16
18425,18425,5
18426,18426,10
18427,18427,31
18428,18428,31
18429,18429,16
18430,18430,16
18431,18431,24
18432,18432,28
18433,18433,28
18434,18434,28
18435,18435,16
18436,18436,28
18437,18437,24
18438,18438,9
18439,18439,10
18440,18440,5
18441,18441,2
18442,18442,24
18443,18443,8
18444,18444,2
18445,18445,16
18446,18446,4
18447,18447,28
18448,18448,19
18449,18449,4
18450,18450,37
18451,18451,28
18452,18452,3
18453,18453,2
18454,18454,34
18455,18455,10
18456,18456,34
18457,18457,28
18458,18458,2
18459,18459,28
18460,18460,10
18461,18461,37
18462,18462,16
18463,18463,26
18464,18464,28
18465,18465,28
18466,18466,28
18467,18467,10
18468,18468,28
18469,18469,39
18470,18470,4
18471,18471,16
18472,18472,28
18473,18473,28
18474,18474,2
18475,18475,22
18476,18476,28
18477,18477,29
18478,18478,2
18479,18479,16
18480,18480,5
18481,18481,16
18482,18482,2
18483,18483,13
18484,18484,19
18485,18485,16
18486,18486,26
18487,18487,36
18488,18488,16
18489,18489,29
18490,18490,19
18491,18491,39
18492,18492,34
18493,18493,27
18494,18494,16
18495,18495,38
18496,18496,5
18497,18497,28
18498,18498,24
18499,18499,16
18500,18500,28
18501,18501,24
18502,18502,27
18503,18503,13
18504,18504,4
18505,18505,9
18506,18506,5
18507,18507,28
18508,18508,16
18509,18509,28
18510,18510,2
18511,18511,16
18512,18512,31
18513,18513,5
18514,18514,4
18515,18515,16
18516,18516,28
18517,18517,28
18518,18518,27
18519,18519,26
18520,18520,8
18521,18521,8
18522,18522,28
18523,18523,28
18524,18524,28
18525,18525,16
18526,18526,8
18527,18527,14
18528,18528,16
18529,18529,24
18530,18530,24
18531,18531,13
18532,18532,9
18533,18533,9
18534,18534,9
18535,18535,36
18536,18536,5
18537,18537,16
18538,18538,10
18539,18539,19
18540,18540,10
18541,18541,34
18542,18542,8
18543,18543,34
18544,18544,34
18545,18545,5
18546,18546,26
18547,18547,28
18548,18548,27
18549,18549,28
18550,18550,26
18551,18551,22
18552,18552,31
18553,18553,16
18554,18554,24
18555,18555,28
18556,18556,36
18557,18557,28
18558,18558,30
18559,18559,4
18560,18560,10
18561,18561,4
18562,18562,2
18563,18563,16
18564,18564,28
18565,18565,28
18566,18566,28
18567,18567,24
18568,18568,28
18569,18569,28
18570,18570,34
18571,18571,30
18572,18572,28
18573,18573,28
18574,18574,2
18575,18575,24
18576,18576,38
18577,18577,4
18578,18578,16
18579,18579,31
18580,18580,31
18581,18581,24
18582,18582,2
18583,18583,20
18584,18584,37
18585,18585,27
18586,18586,9
18587,18587,5
18588,18588,26
18589,18589,26
18590,18590,9
18591,18591,24
18592,18592,28
18593,18593,28
18594,18594,10
18595,18595,2
18596,18596,34
18597,18597,26
18598,18598,14
18599,18599,38
18600,18600,15
18601,18601,28
18602,18602,16
18603,18603,26
18604,18604,36
18605,18605,28
18606,18606,28
18607,18607,22
18608,18608,10
18609,18609,28
18610,18610,37
18611,18611,28
18612,18612,28
18613,18613,24
18614,18614,28
18615,18615,16
18616,18616,8
18617,18617,28
18618,18618,8
18619,18619,28
18620,18620,28
18621,18621,2
18622,18622,28
18623,18623,2
18624,18624,13
18625,18625,28
18626,18626,36
18627,18627,26
18628,18628,23
18629,18629,14
18630,18630,28
18631,18631,1
18632,18632,4
18633,18633,4
18634,18634,19
18635,18635,5
18636,18636,39
18637,18637,38
18638,18638,28
18639,18639,28
18640,18640,28
18641,18641,24
18642,18642,28
18643,18643,36
18644,18644,36
18645,18645,28
18646,18646,30
18647,18647,5
18648,18648,23
18649,18649,13
18650,18650,28
18651,18651,20
18652,18652,2
18653,18653,9
18654,18654,34
18655,18655,19
18656,18656,19
18657,18657,28
18658,18658,13
18659,18659,5
18660,18660,2
18661,18661,23
18662,18662,26
18663,18663,28
18664,18664,34
18665,18665,28
18666,18666,28
18667,18667,4
18668,18668,23
18669,18669,24
18670,18670,2
18671,18671,2
18672,18672,39
18673,18673,26
18674,18674,28
18675,18675,2
18676,18676,26
18677,18677,10
18678,18678,11
18679,18679,27
18680,18680,30
18681,18681,8
18682,18682,4
18683,18683,24
18684,18684,28
18685,18685,33
18686,18686,4
18687,18687,34
18688,18688,26
18689,18689,13
18690,18690,10
18691,18691,28
18692,18692,28
18693,18693,28
18694,18694,1
18695,18695,28
18696,18696,23
18697,18697,34
18698,18698,2
18699,18699,28
18700,18700,24
18701,18701,16
18702,18702,6
18703,18703,2
18704,18704,24
18705,18705,20
18706,18706,19
18707,18707,13
18708,18708,19
18709,18709,34
18710,18710,20
18711,18711,34
18712,18712,36
18713,18713,36
18714,18714,10
18715,18715,33
18716,18716,34
18717,18717,28
18718,18718,36
18719,18719,19
18720,18720,4
18721,18721,30
18722,18722,16
18723,18723,28
18724,18724,19
18725,18725,26
18726,18726,15
18727,18727,28
18728,18728,10
18729,18729,16
18730,18730,16
18731,18731,34
18732,18732,5
18733,18733,9
18734,18734,8
18735,18735,2
18736,18736,34
18737,18737,23
18738,18738,34
18739,18739,16
18740,18740,16
18741,18741,25
18742,18742,28
18743,18743,28
18744,18744,30
18745,18745,34
18746,18746,34
18747,18747,30
18748,18748,24
18749,18749,8
18750,18750,8
18751,18751,25
18752,18752,19
18753,18753,16
18754,18754,24
18755,18755,30
18756,18756,30
18757,18757,28
18758,18758,14
18759,18759,28
18760,18760,5
18761,18761,27
18762,18762,34
18763,18763,5
18764,18764,27
18765,18765,5
18766,18766,26
18767,18767,30
18768,18768,19
18769,18769,23
18770,18770,9
18771,18771,16
18772,18772,14
18773,18773,25
18774,18774,3
18775,18775,22
18776,18776,34
18777,18777,0
18778,18778,28
18779,18779,28
18780,18780,30
18781,18781,16
18782,18782,19
18783,18783,28
18784,18784,16
18785,18785,30
18786,18786,31
18787,18787,16
18788,18788,30
18789,18789,33
18790,18790,10
18791,18791,4
18792,18792,23
18793,18793,24
18794,18794,28
18795,18795,4
18796,18796,16
18797,18797,27
18798,18798,30
18799,18799,30
18800,18800,16
18801,18801,38
18802,18802,10
18803,18803,26
18804,18804,28
18805,18805,30
18806,18806,31
18807,18807,16
18808,18808,16
18809,18809,10
18810,18810,28
18811,18811,22
18812,18812,15
18813,18813,16
18814,18814,4
18815,18815,33
18816,18816,16
18817,18817,4
18818,18818,6
18819,18819,24
18820,18820,26
18821,18821,16
18822,18822,24
18823,18823,24
18824,18824,16
18825,18825,10
18826,18826,30
18827,18827,24
18828,18828,28
18829,18829,16
18830,18830,16
18831,18831,8
18832,18832,9
18833,18833,24
18834,18834,28
18835,18835,10
18836,18836,24
18837,18837,9
18838,18838,16
18839,18839,28
18840,18840,27
18841,18841,24
18842,18842,28
18843,18843,20
18844,18844,34
18845,18845,24
18846,18846,26
18847,18847,24
18848,18848,24
18849,18849,34
18850,18850,34
18851,18851,16
18852,18852,25
18853,18853,10
18854,18854,18
18855,18855,34
18856,18856,19
18857,18857,30
18858,18858,20
18859,18859,10
18860,18860,28
18861,18861,21
18862,18862,30
18863,18863,16
18864,18864,24
18865,18865,30
18866,18866,10
18867,18867,26
18868,18868,16
18869,18869,24
18870,18870,19
18871,18871,30
18872,18872,5
18873,18873,30
18874,18874,23
18875,18875,11
18876,18876,28
18877,18877,16
18878,18878,5
18879,18879,31
18880,18880,33
18881,18881,16
18882,18882,28
18883,18883,28
18884,18884,16
18885,18885,30
18886,18886,24
18887,18887,24
18888,18888,8
18889,18889,26
18890,18890,9
18891,18891,13
18892,18892,5
18893,18893,5
18894,18894,34
18895,18895,16
18896,18896,30
18897,18897,34
18898,18898,27
18899,18899,24
18900,18900,24
18901,18901,11
18902,18902,24
18903,18903,16
18904,18904,16
18905,18905,28
18906,18906,24
18907,18907,4
18908,18908,34
18909,18909,24
18910,18910,24
18911,18911,16
18912,18912,28
18913,18913,13
18914,18914,16
18915,18915,26
18916,18916,4
18917,18917,28
18918,18918,4
18919,18919,10
18920,18920,16
18921,18921,16
18922,18922,16
18923,18923,8
18924,18924,30
18925,18925,16
18926,18926,16
18927,18927,16
18928,18928,4
18929,18929,27
18930,18930,13
18931,18931,29
18932,18932,24
18933,18933,24
18934,18934,24
18935,18935,16
18936,18936,13
18937,18937,8
18938,18938,31
18939,18939,16
18940,18940,30
18941,18941,16
18942,18942,16
18943,18943,24
18944,18944,24
18945,18945,38
18946,18946,16
18947,18947,16
18948,18948,10
18949,18949,13
18950,18950,27
18951,18951,32
18952,18952,2
18953,18953,16
18954,18954,2
18955,18955,28
18956,18956,5
18957,18957,16
18958,18958,30
18959,18959,24
18960,18960,13
18961,18961,26
18962,18962,28
18963,18963,27
18964,18964,39
18965,18965,28
18966,18966,16
18967,18967,24
18968,18968,28
18969,18969,24
18970,18970,30
18971,18971,33
18972,18972,10
18973,18973,8
18974,18974,28
18975,18975,13
18976,18976,34
18977,18977,36
18978,18978,9
18979,18979,28
18980,18980,34
18981,18981,26
18982,18982,16
18983,18983,36
18984,18984,34
18985,18985,36
18986,18986,13
18987,18987,27
18988,18988,8
18989,18989,24
18990,18990,28
18991,18991,20
18992,18992,3
18993,18993,28
18994,18994,34
18995,18995,34
18996,18996,9
18997,18997,8
18998,18998,22
18999,18999,39
19000,19000,8
19001,19001,10
19002,19002,39
19003,19003,36
19004,19004,36
19005,19005,24
19006,19006,28
19007,19007,36
19008,19008,28
19009,19009,27
19010,19010,36
19011,19011,37
19012,19012,4
19013,19013,26
19014,19014,36
19015,19015,10
19016,19016,16
19017,19017,8
19018,19018,30
19019,19019,5
19020,19020,28
19021,19021,16
19022,19022,4
19023,19023,24
19024,19024,16
19025,19025,24
19026,19026,28
19027,19027,34
19028,19028,34
19029,19029,30
19030,19030,24
19031,19031,20
19032,19032,26
19033,19033,36
19034,19034,23
19035,19035,28
19036,19036,16
19037,19037,27
19038,19038,28
19039,19039,8
19040,19040,9
19041,19041,20
19042,19042,16
19043,19043,16
19044,19044,34
19045,19045,24
19046,19046,20
19047,19047,28
19048,19048,39
19049,19049,28
19050,19050,34
19051,19051,28
19052,19052,28
19053,19053,34
19054,19054,34
19055,19055,10
19056,19056,4
19057,19057,8
19058,19058,13
19059,19059,13
19060,19060,28
19061,19061,16
19062,19062,20
19063,19063,30
19064,19064,30
19065,19065,10
19066,19066,38
19067,19067,33
19068,19068,11
19069,19069,34
19070,19070,7
19071,19071,8
19072,19072,8
19073,19073,28
19074,19074,20
19075,19075,37
19076,19076,22
19077,19077,6
19078,19078,24
19079,19079,24
19080,19080,2
19081,19081,28
19082,19082,27
19083,19083,8
19084,19084,16
19085,19085,2
19086,19086,19
19087,19087,16
19088,19088,28
19089,19089,28
19090,19090,37
19091,19091,10
19092,19092,24
19093,19093,20
19094,19094,24
19095,19095,10
19096,19096,34
19097,19097,28
19098,19098,34
19099,19099,38
19100,19100,10
19101,19101,16
19102,19102,4
19103,19103,34
19104,19104,16
19105,19105,5
19106,19106,34
19107,19107,28
19108,19108,8
19109,19109,33
19110,19110,28
19111,19111,33
19112,19112,36
19113,19113,24
19114,19114,2
19115,19115,5
19116,19116,24
19117,19117,34
19118,19118,2
19119,19119,28
19120,19120,10
19121,19121,28
19122,19122,16
19123,19123,10
19124,19124,28
19125,19125,28
19126,19126,37
19127,19127,28
19128,19128,4
19129,19129,24
19130,19130,28
19131,19131,34
19132,19132,27
19133,19133,27
19134,19134,36
19135,19135,31
19136,19136,28
19137,19137,24
19138,19138,24
19139,19139,22
19140,19140,16
19141,19141,26
19142,19142,5
19143,19143,16
19144,19144,3
19145,19145,28
19146,19146,26
19147,19147,10
19148,19148,30
19149,19149,14
19150,19150,26
19151,19151,33
19152,19152,4
19153,19153,26
19154,19154,28
19155,19155,16
19156,19156,28
19157,19157,16
19158,19158,5
19159,19159,16
19160,19160,26
19161,19161,10
19162,19162,34
19163,19163,8
19164,19164,37
19165,19165,16
19166,19166,20
19167,19167,34
19168,19168,28
19169,19169,22
19170,19170,2
19171,19171,27
19172,19172,24
19173,19173,37
19174,19174,4
19175,19175,16
19176,19176,33
19177,19177,10
19178,19178,10
19179,19179,10
19180,19180,26
19181,19181,24
19182,19182,27
19183,19183,37
19184,19184,10
19185,19185,24
19186,19186,22
19187,19187,28
19188,19188,23
19189,19189,28
19190,19190,2
19191,19191,34
19192,19192,16
19193,19193,2
19194,19194,3
19195,19195,30
19196,19196,10
19197,19197,39
19198,19198,28
19199,19199,28
19200,19200,28
19201,19201,38
19202,19202,28
19203,19203,24
19204,19204,26
19205,19205,26
19206,19206,4
19207,19207,28
19208,19208,10
19209,19209,34
19210,19210,4
19211,19211,37
19212,19212,24
19213,19213,28
19214,19214,28
19215,19215,5
19216,19216,2
19217,19217,34
19218,19218,8
19219,19219,28
19220,19220,16
19221,19221,2
19222,19222,34
19223,19223,23
19224,19224,13
19225,19225,38
19226,19226,4
19227,19227,28
19228,19228,18
19229,19229,4
19230,19230,9
19231,19231,9
19232,19232,34
19233,19233,28
19234,19234,24
19235,19235,28
19236,19236,5
19237,19237,9
19238,19238,34
19239,19239,10
19240,19240,28
19241,19241,28
19242,19242,34
19243,19243,10
19244,19244,9
19245,19245,22
19246,19246,5
19247,19247,14
19248,19248,8
19249,19249,9
19250,19250,10
19251,19251,34
19252,19252,5
19253,19253,28
19254,19254,24
19255,19255,37
19256,19256,37
19257,19257,14
19258,19258,2
19259,19259,38
19260,19260,2
19261,19261,4
19262,19262,4
19263,19263,8
19264,19264,9
19265,19265,24
19266,19266,28
19267,19267,39
19268,19268,28
19269,19269,24
19270,19270,37
19271,19271,8
19272,19272,20
19273,19273,28
19274,19274,20
19275,19275,24
19276,19276,31
19277,19277,28
19278,19278,39
